truck_id,timestamp,gps_lat,gps_lon,temperature_c,humidity_percent,battery_level_percent,shock_event,refrigeration_status,cold_chain_status,engine_status,event_type,alert_level,nearby_charger_available,distance_to_next_charger_km
TRUCK_095,2025-06-27T00:18:28.788748,9.286456,82.493221,9.95,49.45,26.9,False,On,BREACH,On,normal,none,,
TRUCK_023,2025-06-27T00:18:29.788748,24.322847,97.18659,18.53,60.72,18.06,False,Off,BREACH,On,fault,high,,
TRUCK_050,2025-06-27T00:18:32.788748,22.930325,77.795884,1.82,45.93,36.4,False,Off,BREACH,On,normal,none,,
TRUCK_052,2025-06-27T00:18:32.788748,33.360667,86.024612,5.76,64.04,51.76,False,On,NORMAL,On,normal,none,True,8.79
TRUCK_089,2025-06-27T00:18:37.788748,25.733196,90.141718,7.63,48.99,35.59,False,On,NORMAL,On,normal,none,False,14.08
TRUCK_042,2025-06-27T00:18:43.788748,13.548384,71.801742,7.11,67.16,98.57,False,On,NORMAL,On,normal,none,True,8.49
TRUCK_034,2025-06-27T00:18:49.788748,12.613497,89.98742,21.77,79.56,77.62,False,On,NORMAL,On,normal,none,True,26.68
TRUCK_086,2025-06-27T00:18:58.788748,28.835957,89.135271,21.25,45.45,60.44,False,On,NORMAL,On,normal,none,,
TRUCK_055,2025-06-27T00:19:02.788748,29.252512,69.442066,7.63,62.79,11.85,False,On,NORMAL,On,normal,none,True,43.01
TRUCK_025,2025-06-27T00:19:03.788748,25.420337,82.557791,2.04,51.31,47.78,False,On,NORMAL,On,normal,none,,
TRUCK_098,2025-06-27T00:19:08.788748,13.158708,88.875138,5.56,45.27,42.34,False,On,NORMAL,On,normal,none,,
TRUCK_072,2025-06-27T00:19:14.788748,15.282127,81.630953,7.1,61.51,84.13,False,On,NORMAL,On,normal,none,True,9.03
TRUCK_074,2025-06-27T00:19:19.788748,35.038471,78.797067,-20.0,76.09,24.32,False,On,OVERCOOLED,On,normal,none,,
TRUCK_036,2025-06-27T00:19:28.788748,14.492721,80.818903,0.39,41.01,28.21,False,On,OVERCOOLED,On,normal,none,False,19.99
TRUCK_039,2025-06-27T00:19:28.788748,34.689164,77.451278,15.8,53.8,99.82,False,On,NORMAL,On,normal,none,,
TRUCK_083,2025-06-27T00:19:30.788748,29.152755,71.42933,8.1,70.24,82.95,False,On,BREACH,On,normal,none,,
TRUCK_049,2025-06-27T00:19:37.788748,28.627754,77.343915,1.91,65.42,54.0,False,On,OVERCOOLED,On,normal,none,,
TRUCK_047,2025-06-27T00:19:38.788748,17.380464,93.602782,4.9,71.81,94.5,False,On,NORMAL,On,normal,none,,
TRUCK_019,2025-06-27T00:19:52.788748,8.981838,69.294736,1.78,69.31,18.1,False,On,OVERCOOLED,On,normal,none,True,37.93
TRUCK_090,2025-06-27T00:19:52.788748,32.370833,76.816396,8.04,48.9,79.33,False,On,BREACH,On,normal,none,False,25.98
TRUCK_084,2025-06-27T00:20:03.788748,20.01689,91.867979,6.31,59.39,72.36,False,On,NORMAL,On,normal,none,,
TRUCK_030,2025-06-27T00:20:07.788748,36.448352,85.116295,1.2,61.07,36.08,False,On,OVERCOOLED,On,normal,none,,
TRUCK_096,2025-06-27T00:20:07.788748,32.433408,77.929273,6.38,69.43,55.35,False,On,NORMAL,On,normal,none,,
TRUCK_092,2025-06-27T00:20:18.788748,14.964828,85.200203,9.94,55.02,32.22,False,On,BREACH,On,normal,none,True,49.27
TRUCK_058,2025-06-27T00:20:20.788748,14.441615,78.981576,-13.34,69.46,98.12,False,On,BREACH,On,normal,none,False,16.03
TRUCK_005,2025-06-27T00:20:25.788748,13.407877,97.094785,7.25,62.91,89.77,False,On,NORMAL,On,normal,none,True,40.07
TRUCK_043,2025-06-27T00:20:25.788748,31.799429,70.840266,-14.81,70.4,23.72,False,Off,BREACH,On,normal,none,,
TRUCK_041,2025-06-27T00:20:26.788748,20.711848,88.92595,3.56,42.74,69.98,False,On,NORMAL,On,normal,none,,
TRUCK_059,2025-06-27T00:20:30.788748,33.420224,90.928157,2.08,66.98,49.1,False,On,NORMAL,On,rescuing,medium,True,45.58
TRUCK_024,2025-06-27T00:20:45.788748,31.619374,75.050242,-18.8,54.23,92.18,False,On,OVERCOOLED,On,normal,none,False,6.14
TRUCK_020,2025-06-27T00:20:46.788748,31.56916,77.395182,8.14,70.96,55.11,False,On,BREACH,On,normal,none,,
TRUCK_076,2025-06-27T00:20:47.788748,17.598699,89.151984,9.28,40.93,63.16,False,On,BREACH,On,normal,none,False,30.96
TRUCK_046,2025-06-27T00:21:25.788748,28.552827,74.535857,8.09,55.73,83.24,False,On,BREACH,On,normal,none,False,7.09
TRUCK_013,2025-06-27T00:21:28.788748,9.328063,83.365663,14.36,41.68,37.83,False,On,OVERCOOLED,On,normal,none,True,23.06
TRUCK_082,2025-06-27T00:21:29.788748,11.671366,84.48177,23.7,59.57,62.81,False,Off,BREACH,On,fault,high,False,48.81
TRUCK_067,2025-06-27T00:21:37.788748,37.062118,78.531883,6.9,56.34,41.76,False,On,NORMAL,On,normal,none,False,28.81
TRUCK_085,2025-06-27T00:21:39.788748,27.479058,82.573879,6.21,57.23,38.95,False,On,NORMAL,On,normal,none,False,47.24
TRUCK_053,2025-06-27T00:21:48.788748,18.154737,69.195528,9.01,46.93,96.35,False,On,BREACH,On,normal,none,,
TRUCK_009,2025-06-27T00:21:49.788748,19.475984,76.772996,6.19,66.43,91.58,False,On,NORMAL,On,normal,none,,
TRUCK_100,2025-06-27T00:21:49.788748,28.243961,81.856374,9.02,58.36,41.68,False,On,BREACH,On,normal,none,True,11.28
TRUCK_078,2025-06-27T00:22:00.788748,10.345146,71.610364,6.77,64.96,67.79,False,On,NORMAL,On,normal,none,True,7.8
TRUCK_026,2025-06-27T00:22:04.788748,9.197183,71.941089,5.4,51.36,62.49,False,On,NORMAL,On,normal,none,,
TRUCK_066,2025-06-27T00:22:21.788748,24.473799,90.788723,3.23,41.92,56.36,False,On,NORMAL,On,normal,none,False,12.62
TRUCK_022,2025-06-27T00:22:26.788748,35.088206,69.094863,1.49,65.62,84.11,False,On,OVERCOOLED,On,normal,none,,
TRUCK_093,2025-06-27T00:22:28.788748,26.185776,92.415648,3.2,74.56,21.99,False,On,NORMAL,On,normal,none,,
TRUCK_028,2025-06-27T00:22:29.788748,9.624415,92.519328,-15.7,65.01,34.76,False,On,NORMAL,On,normal,none,,
TRUCK_031,2025-06-27T00:22:31.788748,17.196452,94.504864,5.29,40.74,75.18,False,On,NORMAL,On,normal,none,False,15.45
TRUCK_048,2025-06-27T00:22:36.788748,11.008884,78.209415,-16.91,53.81,16.34,False,On,NORMAL,On,normal,none,,
TRUCK_014,2025-06-27T00:22:37.788748,19.431208,82.577778,7.82,44.29,31.13,False,On,NORMAL,On,normal,none,False,10.1
TRUCK_015,2025-06-27T00:22:38.788748,22.913913,85.118439,-17.88,50.02,30.95,False,On,NORMAL,On,normal,none,True,38.16
TRUCK_045,2025-06-27T00:22:40.788748,28.106202,77.17885,5.19,75.25,25.83,False,On,NORMAL,On,normal,none,False,32.72
TRUCK_040,2025-06-27T00:22:44.788748,16.86249,71.845982,-15.42,52.0,25.07,False,On,NORMAL,On,normal,none,,
TRUCK_017,2025-06-27T00:22:52.788748,31.213114,82.427986,2.49,57.69,95.89,False,On,NORMAL,On,normal,none,,
TRUCK_016,2025-06-27T00:22:55.788748,28.742036,87.691178,2.97,41.71,10.01,False,On,NORMAL,On,normal,none,,
TRUCK_007,2025-06-27T00:22:58.788748,27.710121,77.091186,7.37,77.62,13.33,False,On,NORMAL,On,normal,none,,
TRUCK_062,2025-06-27T00:23:11.788748,11.757232,69.189058,8.54,63.08,33.75,False,On,BREACH,On,normal,none,,
TRUCK_018,2025-06-27T00:23:31.788748,26.685781,71.421718,-16.62,77.71,38.59,False,On,NORMAL,On,normal,none,,
TRUCK_077,2025-06-27T00:23:34.788748,32.280223,89.000165,3.76,40.66,42.86,False,On,NORMAL,On,normal,none,,
TRUCK_068,2025-06-27T00:23:36.788748,12.907059,83.958434,0.65,56.66,81.87,False,On,OVERCOOLED,On,normal,none,False,17.76
TRUCK_075,2025-06-27T00:23:37.788748,19.463498,72.240104,7.23,64.66,84.69,False,On,NORMAL,On,normal,none,False,37.93
TRUCK_060,2025-06-27T00:23:42.788748,27.434675,75.355666,6.84,51.16,20.24,True,On,NORMAL,On,shock,low,,
TRUCK_012,2025-06-27T00:23:51.788748,17.273237,90.180529,6.79,54.68,80.87,False,On,NORMAL,On,normal,none,False,28.32
TRUCK_065,2025-06-27T00:24:00.788748,19.822949,79.734184,19.33,77.84,13.4,False,On,NORMAL,On,normal,none,False,13.71
TRUCK_087,2025-06-27T00:24:10.788748,31.182941,72.273358,4.15,78.94,32.48,False,On,NORMAL,On,normal,none,False,41.84
TRUCK_076,2025-06-27T00:24:17.788748,31.492477,79.360965,6.24,46.44,52.7,False,On,NORMAL,On,normal,none,True,46.29
TRUCK_046,2025-06-27T00:24:27.788748,34.190866,81.113685,0.52,56.6,82.72,False,Off,BREACH,On,normal,none,True,25.44
TRUCK_097,2025-06-27T00:24:50.788748,30.563349,73.99875,7.37,54.17,56.01,False,On,NORMAL,On,normal,none,,
TRUCK_080,2025-06-27T00:24:54.788748,17.762248,79.572581,5.69,62.79,24.25,False,On,NORMAL,On,normal,none,,
TRUCK_079,2025-06-27T00:25:01.788748,26.394498,73.505427,0.71,64.93,81.12,False,On,OVERCOOLED,On,normal,none,,
TRUCK_030,2025-06-27T00:25:20.788748,14.959102,92.567684,4.46,51.4,11.37,False,On,NORMAL,On,normal,none,,
TRUCK_032,2025-06-27T00:25:32.788748,9.647428,71.828146,1.01,76.2,56.36,False,On,OVERCOOLED,Off,normal,none,,
TRUCK_061,2025-06-27T00:25:40.788748,35.736393,96.044417,-15.44,48.65,51.63,False,On,NORMAL,On,normal,none,True,25.91
TRUCK_062,2025-06-27T00:25:40.788748,22.010977,95.787793,0.57,74.12,44.97,False,On,OVERCOOLED,On,normal,none,,
TRUCK_072,2025-06-27T00:25:51.788748,27.115756,78.931121,5.23,60.52,92.11,False,On,NORMAL,On,normal,none,False,14.15
TRUCK_009,2025-06-27T00:26:14.788748,27.626059,96.326255,7.65,69.29,55.14,False,On,NORMAL,On,normal,none,,
TRUCK_085,2025-06-27T00:26:19.788748,18.322774,73.924623,9.23,40.4,92.31,True,On,BREACH,On,normal,none,True,23.51
TRUCK_048,2025-06-27T00:26:20.788748,32.961552,73.861684,-18.55,63.5,10.83,False,Off,BREACH,On,normal,none,,
TRUCK_020,2025-06-27T00:26:37.788748,17.431844,68.753943,1.61,43.41,63.9,False,On,OVERCOOLED,On,normal,none,,
TRUCK_050,2025-06-27T00:26:37.788748,30.614611,84.850379,4.29,50.99,16.94,False,On,NORMAL,On,normal,none,,
TRUCK_095,2025-06-27T00:26:41.788748,14.997395,77.037568,1.28,54.82,19.31,False,On,OVERCOOLED,On,normal,none,,
TRUCK_086,2025-06-27T00:26:45.788748,25.243595,78.163118,19.3,54.95,35.18,False,On,NORMAL,On,normal,none,,
TRUCK_057,2025-06-27T00:26:48.788748,25.404123,74.040768,9.07,56.47,14.13,False,On,BREACH,On,normal,none,True,25.72
TRUCK_005,2025-06-27T00:26:50.788748,17.671874,71.415171,2.15,74.27,68.04,False,On,NORMAL,On,normal,none,False,37.05
TRUCK_004,2025-06-27T00:26:51.788748,31.655156,86.22105,19.42,67.25,31.73,False,On,NORMAL,On,normal,none,,
TRUCK_071,2025-06-27T00:26:54.788748,36.010029,92.267283,1.25,51.7,45.17,False,On,OVERCOOLED,On,normal,none,False,15.96
TRUCK_094,2025-06-27T00:27:02.788748,33.813997,78.082061,5.49,65.2,42.06,False,On,NORMAL,On,normal,none,,
TRUCK_010,2025-06-27T00:27:06.788748,24.347022,72.857036,0.56,76.79,32.18,False,On,OVERCOOLED,Stalled,normal,none,,
TRUCK_007,2025-06-27T00:27:15.788748,30.167146,78.828651,6.83,57.28,34.19,False,On,NORMAL,On,normal,none,,
TRUCK_100,2025-06-27T00:27:15.788748,10.709249,72.741868,3.65,61.83,48.5,False,On,NORMAL,On,normal,none,False,19.53
TRUCK_025,2025-06-27T00:27:25.788748,26.438811,80.04222,8.76,71.06,12.02,False,On,BREACH,On,normal,none,,
TRUCK_054,2025-06-27T00:27:26.788748,20.538418,92.84084,0.95,53.97,38.14,False,On,OVERCOOLED,On,normal,none,,
TRUCK_084,2025-06-27T00:27:26.788748,9.629787,92.817649,7.96,77.81,74.35,False,On,NORMAL,On,normal,none,,
TRUCK_073,2025-06-27T00:27:30.788748,28.801268,70.720001,24.7,53.78,20.45,False,On,NORMAL,On,normal,none,True,20.38
TRUCK_031,2025-06-27T00:27:32.788748,24.54763,83.436984,8.0,45.04,17.52,True,On,NORMAL,On,shock,low,False,13.44
TRUCK_070,2025-06-27T00:27:34.788748,9.137457,86.291676,5.02,44.09,73.2,False,On,NORMAL,On,normal,none,,
TRUCK_042,2025-06-27T00:27:38.788748,18.879571,85.617214,3.73,75.14,27.25,False,On,NORMAL,On,normal,none,True,44.99
TRUCK_019,2025-06-27T00:28:00.788748,20.395018,80.635746,6.48,47.83,28.66,False,On,NORMAL,On,normal,none,True,35.86
TRUCK_029,2025-06-27T00:28:00.788748,27.531382,82.187236,13.66,64.13,45.6,False,On,OVERCOOLED,On,normal,none,False,35.92
TRUCK_003,2025-06-27T00:28:11.788748,37.11932,86.280134,4.8,65.58,41.26,False,On,NORMAL,On,normal,none,,
TRUCK_063,2025-06-27T00:28:19.788748,17.010396,78.46128,4.64,75.67,69.11,False,On,NORMAL,On,normal,none,True,37.59
TRUCK_056,2025-06-27T00:28:32.788748,31.34884,74.717432,14.95,58.53,43.43,False,On,OVERCOOLED,On,normal,none,,
TRUCK_038,2025-06-27T00:28:36.788748,17.52503,91.53354,3.49,63.18,24.13,False,Off,BREACH,On,normal,none,,
TRUCK_016,2025-06-27T00:28:37.788748,28.596066,90.994421,7.11,65.11,68.12,False,On,NORMAL,Stalled,fault,high,,
TRUCK_077,2025-06-27T00:28:45.788748,19.309132,88.980901,1.13,48.17,45.15,False,On,OVERCOOLED,On,normal,none,,
TRUCK_049,2025-06-27T00:28:47.788748,19.480448,73.334476,8.58,70.66,59.64,False,On,BREACH,On,normal,none,,
TRUCK_036,2025-06-27T00:28:55.788748,11.319338,95.841216,2.79,78.84,47.75,False,On,NORMAL,On,normal,none,False,35.38
TRUCK_055,2025-06-27T00:29:05.788748,21.888078,86.463143,1.08,48.73,68.98,False,On,OVERCOOLED,On,normal,none,True,47.68
TRUCK_067,2025-06-27T00:29:08.788748,16.157225,95.258493,8.79,46.51,64.81,False,On,BREACH,On,normal,none,True,24.54
TRUCK_069,2025-06-27T00:29:12.788748,27.2121,89.915098,0.52,41.75,35.46,False,On,OVERCOOLED,On,normal,none,,
TRUCK_059,2025-06-27T00:29:15.788748,35.439783,83.880534,1.84,48.58,48.1,False,On,OVERCOOLED,On,normal,none,True,13.24
TRUCK_083,2025-06-27T00:29:22.788748,10.283991,91.740751,4.59,79.71,81.44,False,On,NORMAL,On,normal,none,,
TRUCK_012,2025-06-27T00:29:38.788748,27.825262,74.068009,5.01,48.16,89.57,False,On,NORMAL,On,normal,none,True,10.19
TRUCK_014,2025-06-27T00:29:40.788748,35.823841,81.682967,4.84,76.19,68.97,False,On,NORMAL,On,normal,none,False,7.83
TRUCK_022,2025-06-27T00:29:48.788748,30.743438,83.161699,8.35,50.87,81.12,False,On,BREACH,On,normal,none,,
TRUCK_089,2025-06-27T00:29:51.788748,20.630612,81.659555,9.69,47.1,13.87,False,On,BREACH,On,normal,none,True,45.1
TRUCK_058,2025-06-27T00:29:57.788748,24.793013,76.568784,-15.02,66.57,30.12,False,On,NORMAL,On,normal,none,True,5.37
TRUCK_098,2025-06-27T00:30:13.788748,29.347045,87.366856,5.95,64.79,13.87,False,On,NORMAL,On,normal,none,,
TRUCK_045,2025-06-27T00:30:25.788748,12.381827,74.360386,3.72,79.19,89.29,False,On,NORMAL,On,normal,none,True,34.16
TRUCK_092,2025-06-27T00:30:27.788748,14.877621,83.013857,9.09,44.58,19.89,False,On,BREACH,On,normal,none,False,20.72
TRUCK_064,2025-06-27T00:30:33.788748,19.39762,91.930834,22.18,57.63,77.17,True,On,NORMAL,On,normal,none,True,37.94
TRUCK_013,2025-06-27T00:30:39.788748,17.986066,69.778848,24.6,78.59,73.76,False,On,NORMAL,On,normal,none,True,36.75
TRUCK_034,2025-06-27T00:30:50.788748,26.828767,86.339385,21.73,62.23,62.49,False,On,NORMAL,On,normal,none,True,9.74
TRUCK_096,2025-06-27T00:30:52.788748,34.246637,93.171265,4.58,54.99,15.97,False,On,NORMAL,On,normal,none,,
TRUCK_078,2025-06-27T00:31:03.788748,36.792715,70.36784,3.92,73.86,47.37,False,On,NORMAL,Off,normal,none,True,48.79
TRUCK_091,2025-06-27T00:31:14.788748,20.298425,86.55423,3.17,57.57,21.23,False,On,NORMAL,On,normal,none,True,15.38
TRUCK_015,2025-06-27T00:31:15.788748,37.169677,83.557397,-16.02,59.08,67.29,False,On,NORMAL,Stalled,normal,none,True,21.37
TRUCK_060,2025-06-27T00:31:17.788748,17.461136,91.063193,7.68,74.19,2.94,True,On,NORMAL,On,fault,medium,,
TRUCK_099,2025-06-27T00:31:19.788748,36.696424,90.768893,-16.82,55.61,70.11,False,Off,BREACH,On,normal,none,,
TRUCK_051,2025-06-27T00:31:20.788748,36.093635,76.878787,-13.49,69.19,93.58,False,On,BREACH,On,normal,none,False,46.76
TRUCK_043,2025-06-27T00:31:39.788748,37.539345,76.632748,-13.16,54.31,94.61,False,On,BREACH,Stalled,normal,none,,
TRUCK_052,2025-06-27T00:31:47.788748,31.316152,70.432617,3.82,53.34,86.33,False,On,NORMAL,On,normal,none,False,12.67
TRUCK_035,2025-06-27T00:31:51.788748,15.779269,86.288773,2.56,53.07,98.63,False,On,NORMAL,On,normal,none,True,13.04
TRUCK_039,2025-06-27T00:31:56.788748,18.832014,85.934866,25.13,61.62,33.62,False,On,BREACH,On,normal,none,,
TRUCK_047,2025-06-27T00:32:04.788748,22.912852,96.167387,6.18,56.82,23.93,True,On,NORMAL,On,normal,none,,
TRUCK_018,2025-06-27T00:32:06.788748,27.719929,97.090662,-19.21,63.23,77.81,False,On,OVERCOOLED,On,normal,none,,
TRUCK_088,2025-06-27T00:32:08.788748,33.944813,88.416676,5.66,52.99,82.38,False,On,NORMAL,On,normal,none,,
TRUCK_023,2025-06-27T00:32:10.788748,24.603525,84.280654,8.47,73.11,50.07,False,On,BREACH,Off,normal,none,,
TRUCK_068,2025-06-27T00:32:10.788748,35.976199,78.942625,3.35,48.85,92.28,False,On,NORMAL,On,normal,none,True,29.7
TRUCK_008,2025-06-27T00:32:14.788748,12.144456,73.753487,3.28,59.71,36.66,False,On,NORMAL,On,normal,none,,
TRUCK_026,2025-06-27T00:32:21.788748,18.522858,70.237001,0.51,52.52,16.03,True,On,OVERCOOLED,On,normal,none,,
TRUCK_001,2025-06-27T00:32:25.788748,32.319613,91.306518,9.45,45.51,51.81,False,On,BREACH,On,normal,none,True,7.58
TRUCK_033,2025-06-27T00:32:29.788748,26.332919,72.299907,1.33,45.47,64.59,False,On,OVERCOOLED,On,normal,none,True,21.83
TRUCK_002,2025-06-27T00:32:32.788748,13.564324,78.438611,9.17,42.65,76.01,False,On,BREACH,On,normal,none,False,18.41
TRUCK_074,2025-06-27T00:32:32.788748,17.205585,74.988527,-13.41,67.15,52.59,False,On,BREACH,On,normal,none,,
TRUCK_024,2025-06-27T00:32:35.788748,35.625147,95.682652,-15.2,71.65,69.64,False,On,NORMAL,On,normal,none,True,9.65
TRUCK_027,2025-06-27T00:32:37.788748,20.219789,78.390581,7.34,67.43,82.87,True,On,NORMAL,On,shock,low,True,12.03
TRUCK_006,2025-06-27T00:32:41.788748,18.046112,74.893438,1.45,53.34,93.81,False,On,OVERCOOLED,On,normal,none,,
TRUCK_044,2025-06-27T00:32:47.788748,37.016781,88.151259,8.0,55.51,32.83,False,On,NORMAL,On,normal,none,,
TRUCK_081,2025-06-27T00:32:50.788748,27.762341,82.327871,6.81,70.44,41.16,False,On,NORMAL,On,normal,none,,
TRUCK_028,2025-06-27T00:32:51.788748,34.187893,78.253744,-15.29,48.1,24.75,False,On,NORMAL,Stalled,normal,none,,
TRUCK_075,2025-06-27T00:32:56.788748,35.436227,96.648452,0.75,48.46,60.53,False,On,OVERCOOLED,On,normal,none,False,32.75
TRUCK_040,2025-06-27T00:32:58.788748,33.393925,73.206714,-15.03,57.85,95.7,False,On,NORMAL,On,normal,none,,
TRUCK_041,2025-06-27T00:32:58.788748,30.672294,90.151727,7.58,69.61,42.59,False,On,NORMAL,On,normal,none,,
TRUCK_011,2025-06-27T00:32:59.788748,23.660035,79.158509,9.88,68.01,76.27,False,On,BREACH,On,rescuing,medium,,
TRUCK_037,2025-06-27T00:33:00.788748,16.926874,86.65072,5.04,70.58,35.53,False,On,NORMAL,On,normal,none,,
TRUCK_053,2025-06-27T00:33:08.788748,30.469497,93.549816,5.16,66.23,21.24,False,On,NORMAL,On,normal,none,,
TRUCK_017,2025-06-27T00:33:11.788748,12.695766,90.721254,7.5,79.05,31.8,False,On,NORMAL,On,normal,none,,
TRUCK_093,2025-06-27T00:33:11.788748,27.34942,78.241455,7.95,53.93,92.97,False,On,NORMAL,On,normal,none,,
TRUCK_066,2025-06-27T00:33:12.788748,21.433126,76.238239,7.07,69.74,69.01,False,On,NORMAL,On,normal,none,True,18.28
TRUCK_021,2025-06-27T00:33:14.788748,25.799673,83.644098,-16.35,71.92,66.99,False,On,NORMAL,On,normal,none,False,18.21
TRUCK_082,2025-06-27T00:33:16.788748,24.376298,74.389691,-14.02,45.14,73.09,False,On,BREACH,Stalled,normal,none,True,21.09
TRUCK_090,2025-06-27T00:33:21.788748,28.667144,90.812609,9.5,56.41,49.59,False,On,BREACH,On,normal,none,False,37.63
TRUCK_071,2025-06-27T00:33:27.788748,28.433932,90.65201,3.46,70.63,65.51,False,On,NORMAL,On,normal,none,False,7.28
TRUCK_082,2025-06-27T00:33:38.788748,23.062909,69.355326,-14.88,73.85,58.48,False,On,BREACH,On,normal,none,True,20.12
TRUCK_012,2025-06-27T00:33:49.788748,29.096668,70.740122,6.35,52.47,60.27,False,On,NORMAL,On,normal,none,True,5.87
TRUCK_079,2025-06-27T00:33:51.788748,31.264643,94.963959,6.91,53.7,87.04,False,On,NORMAL,On,normal,none,,
TRUCK_020,2025-06-27T00:33:54.788748,14.768442,73.605498,1.28,56.79,17.06,False,On,OVERCOOLED,On,normal,none,,
TRUCK_098,2025-06-27T00:33:59.788748,21.321046,93.656562,8.17,47.08,80.08,False,On,BREACH,On,normal,none,,
TRUCK_005,2025-06-27T00:34:10.788748,20.85797,91.584531,7.23,46.75,34.31,False,On,NORMAL,On,normal,none,True,17.35
TRUCK_092,2025-06-27T00:34:13.788748,12.287735,84.100958,2.74,42.1,10.57,False,Off,BREACH,On,normal,none,True,8.23
TRUCK_075,2025-06-27T00:34:14.788748,37.11025,74.382518,7.87,63.8,36.24,False,On,NORMAL,On,normal,none,True,9.44
TRUCK_041,2025-06-27T00:34:20.788748,32.589169,84.197542,8.88,45.95,39.27,False,On,BREACH,On,normal,none,,
TRUCK_077,2025-06-27T00:34:23.788748,17.050635,94.109489,9.55,59.04,99.3,False,On,BREACH,On,normal,none,,
TRUCK_065,2025-06-27T00:34:32.788748,23.447647,83.097849,23.2,54.89,52.1,False,On,NORMAL,On,normal,none,True,46.38
TRUCK_011,2025-06-27T00:34:33.788748,18.894355,82.39305,4.36,63.17,34.21,False,On,NORMAL,On,normal,none,,
TRUCK_058,2025-06-27T00:34:33.788748,9.181718,75.050999,-13.97,61.36,67.48,False,On,BREACH,On,normal,none,False,18.88
TRUCK_061,2025-06-27T00:34:39.788748,28.872524,79.754908,-17.49,60.38,12.16,False,On,NORMAL,On,normal,none,False,40.63
TRUCK_016,2025-06-27T00:34:47.788748,17.357793,83.414562,3.89,77.38,96.24,False,Off,BREACH,On,normal,none,,
TRUCK_044,2025-06-27T00:35:06.788748,19.305728,74.888181,3.94,43.25,45.92,True,On,NORMAL,On,normal,none,,
TRUCK_080,2025-06-27T00:35:07.788748,16.105677,93.022594,8.82,60.55,91.68,False,On,BREACH,On,normal,none,,
TRUCK_067,2025-06-27T00:35:11.788748,33.819007,74.565582,6.72,67.54,94.33,True,On,NORMAL,On,normal,none,True,37.17
TRUCK_081,2025-06-27T00:35:11.788748,22.712631,72.355368,7.48,61.68,85.2,False,On,NORMAL,On,normal,none,,
TRUCK_066,2025-06-27T00:35:18.788748,19.33339,72.882942,2.0,44.39,94.68,False,On,NORMAL,On,normal,none,True,43.47
TRUCK_068,2025-06-27T00:35:21.788748,20.202074,87.377513,1.87,71.75,13.11,True,On,OVERCOOLED,On,normal,none,False,8.13
TRUCK_097,2025-06-27T00:35:23.788748,33.425478,89.269157,2.32,71.06,54.76,False,On,NORMAL,On,normal,none,,
TRUCK_100,2025-06-27T00:35:23.788748,21.792317,74.152013,6.79,76.78,32.31,False,On,NORMAL,On,normal,none,False,11.85
TRUCK_002,2025-06-27T00:35:39.788748,12.259135,93.66145,0.59,52.05,20.11,False,On,OVERCOOLED,On,normal,none,False,26.29
TRUCK_024,2025-06-27T00:35:42.788748,30.9991,94.476164,-13.8,54.63,94.77,False,On,BREACH,On,normal,none,False,42.52
TRUCK_017,2025-06-27T00:35:46.788748,8.767153,78.282672,0.87,41.43,73.91,False,On,OVERCOOLED,On,normal,none,,
TRUCK_001,2025-06-27T00:35:47.788748,33.359524,76.767756,9.27,41.94,64.89,False,On,BREACH,On,normal,none,True,14.23
TRUCK_018,2025-06-27T00:35:48.788748,8.661254,79.08996,-19.33,42.66,45.92,False,Off,BREACH,On,normal,none,,
TRUCK_078,2025-06-27T00:36:00.788748,28.7101,79.908795,7.69,73.23,21.53,False,On,NORMAL,On,normal,none,False,34.85
TRUCK_010,2025-06-27T00:36:01.788748,37.21586,82.052676,9.78,49.66,18.73,False,On,BREACH,On,normal,none,,
TRUCK_035,2025-06-27T00:36:20.788748,11.188417,79.811996,27.28,45.79,37.07,False,Off,BREACH,On,fault,high,True,47.8
TRUCK_063,2025-06-27T00:36:35.788748,21.961044,71.801504,2.52,69.97,64.75,False,On,NORMAL,On,normal,none,True,28.02
TRUCK_028,2025-06-27T00:36:38.788748,35.165288,77.67002,-17.25,58.41,49.62,False,On,NORMAL,On,normal,none,,
TRUCK_056,2025-06-27T00:36:39.788748,23.418681,87.762076,19.41,47.28,15.7,False,On,NORMAL,On,normal,none,,
TRUCK_022,2025-06-27T00:36:40.788748,31.623369,85.75651,4.51,66.85,64.35,False,Off,BREACH,On,normal,none,,
TRUCK_029,2025-06-27T00:36:42.788748,29.444064,69.628435,25.34,64.95,55.3,False,On,BREACH,On,normal,none,True,18.13
TRUCK_089,2025-06-27T00:36:43.788748,11.615081,77.086842,1.24,55.93,29.0,False,On,OVERCOOLED,On,normal,none,True,12.61
TRUCK_085,2025-06-27T00:36:51.788748,24.529215,71.460112,7.15,52.35,17.81,False,On,NORMAL,Stalled,normal,none,False,37.28
TRUCK_086,2025-06-27T00:36:53.788748,20.952666,87.528643,14.41,43.78,97.68,False,On,OVERCOOLED,On,normal,none,,
TRUCK_094,2025-06-27T00:36:58.788748,18.342,94.79128,5.75,65.04,88.21,False,On,NORMAL,On,normal,none,,
TRUCK_069,2025-06-27T00:37:03.788748,34.744059,69.664417,6.32,58.43,95.7,False,On,NORMAL,On,normal,none,,
TRUCK_054,2025-06-27T00:37:04.788748,19.424863,72.846067,0.03,72.37,74.37,False,On,OVERCOOLED,Stalled,normal,none,,
